-0.018118124	-0.104592144	-6.7162124e-05	0.036541052	0.08348688	0.03990246	-0.07982877	-0.083408386	-0.023498522	-0.08294333	-0.06078086	0.03569668	-0.090687625	-0.036708508	-0.11701333	0.044157904
-0.054435343	-0.025761548	0.0531209	-0.01276957	0.069477506	0.13147828	-0.09628222	0.017858079	-0.060457453	0.017926192	-0.12338658	-0.015278724	-0.01941831	-0.05372548	-0.1416068	-0.0061156433
-0.15770985	-0.031044634	0.093824126	0.08096996	0.1761265	0.19740623	-0.15664198	-0.030272903	-0.067893684	0.023687594	-0.22266582	0.013317598	-0.12624228	-0.015061215	-0.17321289	0.06623437
0.43282178	-0.3173621	-0.25547045	-0.17572275	-0.4158436	-0.37498686	0.45260268	-0.1675796	0.25050983	-0.19221035	0.30160907	-0.28610057	0.23076099	0.27783236	0.4976613	-0.17087641
0.044653483	-0.048046153	-0.05963724	-0.022881316	9.1280446e-05	-0.02826201	-0.010773795	-0.043278944	0.024664646	0.008181767	-0.050231893	-0.027432067	0.017293759	-0.0077829105	0.05804097	-0.0070258295
0.015289394	-0.02126095	-0.017608175	0.027467253	0.071426906	0.053812172	-0.0094377315	0.007174881	-0.057410564	0.0017239682	0.040962808	-0.0036255345	0.0066995947	0.019395197	0.014547327	-0.021100795
0.44825843	-0.28511262	-0.25986004	-0.22771992	-0.3944004	-0.3836627	0.38305762	-0.24323817	0.28121245	-0.2546312	0.28125107	-0.27694505	0.2622998	0.27250987	0.3864876	-0.22614148
0.009342667	0.005480035	-0.0107581485	0.026771465	0.097115934	0.06359868	-0.02816471	-7.226917e-05	0.040365934	-0.013899485	-0.05134614	0.011825291	-0.01529087	0.0008795272	-0.04525805	0.04479179
0.38566488	-0.296052	-0.22479811	-0.14160757	-0.36819017	-0.36523512	0.3443043	-0.12725922	0.20821467	-0.15517233	0.29612416	-0.20810619	0.25939542	0.18738192	0.32426164	-0.20754091
-0.022537	-0.01961154	-0.026280196	0.049314298	0.034032308	0.033317804	-0.02901753	-0.000576531	0.025977645	0.0364576	-0.08105124	-0.032800857	0.02113142	0.030032557	-0.06446312	-0.030145688
0.399929	-0.34483507	-0.26395845	-0.19618519	-0.35355845	-0.3441184	0.39133543	-0.19991267	0.30194753	-0.2065259	0.3587465	-0.24745192	0.2696781	0.26122516	0.41039416	-0.25226873
-0.10917704	0.0007894844	0.059566174	0.0149977505	0.10478064	0.12940581	-0.053791597	-0.0046872213	-0.018583722	0.05339059	-0.0507293	0.05143691	-0.055497397	-0.01618193	-0.15109235	0.08197917
0.24609926	-0.1907361	-0.086156674	-0.10917189	-0.19985464	-0.23191044	0.24935675	-0.08664205	0.16589151	-0.11163302	0.15764695	-0.12495763	0.16829608	0.12391585	0.22204268	-0.15020482
-0.3487568	0.08435766	0.2185979	0.101746865	0.30562243	0.28864348	-0.37136152	0.059253555	-0.21006061	0.092283234	-0.31676638	0.18362512	-0.2336772	-0.12991342	-0.36579266	0.15369046
0.013701787	-0.07395315	0.01580923	0.0068045626	-0.00031483336	0.035668083	-0.06497409	-0.029924432	0.04272635	-0.022243667	-0.044508833	0.0044656787	0.0110698445	0.001178009	0.0051972354	-0.05489945
-0.0014598288	-0.11390477	-0.05409332	-0.070409134	-0.00730867	-0.0089783175	0.015934667	-0.012088106	0.08350852	-0.06794672	-0.014831697	-0.037055545	0.023173245	0.0334092	0.025449077	-0.08981367
-0.04920225	0.09198617	0.025969919	0.047655575	0.020363642	0.07032177	-0.11017501	0.14523493	-0.028561613	0.08755166	-0.03686688	0.03136002	-0.088747084	-0.092116125	-0.11260717	0.110708594
0.12617531	0.016816447	0.023002846	0.014610325	-0.096446894	-0.039067917	0.044189148	-0.0021224837	0.03396936	0.0012624271	0.03687692	-0.028934404	0.011711037	0.001942926	0.09767032	-0.0128368195
0.22639734	-0.20210575	-0.15060642	-0.17386399	-0.18888913	-0.17981865	0.23044838	-0.14394346	0.12775254	-0.08926899	0.21704149	-0.09768143	0.13428137	0.16601548	0.22189923	-0.089439355
-0.07974565	0.0029105695	0.018911691	0.000734546	0.08533503	0.103438064	-0.10634903	-0.053075496	-0.04422513	-0.04840051	-0.04426305	0.013915145	0.0073133986	0.01763511	-0.1384541	-0.034447625
0.097692154	-0.11671958	-0.07941744	-0.06339113	-0.09320175	-0.117976256	0.08582535	-0.07722594	0.09921125	-0.06781885	0.05516795	-0.08248839	0.117459	0.0776945	0.08875157	-0.11735195
-0.044515934	-0.012769883	0.054972935	-0.019361205	0.011211187	0.04125709	-0.056052834	-0.018721968	-0.016338184	0.059377346	-0.032055493	0.08167676	0.0007409186	0.0101916455	-0.042990945	-0.004791722
0.017373081	-0.015523923	-0.005047037	-0.01075476	-0.03040351	0.0409787	0.036069356	-0.011231177	0.034184042	0.0011733201	-0.0027414227	0.028834429	0.0081706075	-0.009378782	-0.010945688	-0.012455288
